"post_title","post_name","ID","post_excerpt","post_content","post_status","menu_order","post_date","post_parent","post_author","comment_status","sku","downloadable","virtual","visibility","stock","stock_status","backorders","manage_stock","regular_price","sale_price","weight","length","width","height","tax_status","tax_class","upsell_ids","crosssell_ids","featured","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","meta:_yoast_wpseo_focuskw","meta:_yoast_wpseo_title","meta:_yoast_wpseo_metadesc","meta:_yoast_wpseo_metakeywords","images","downloadable_files","tax:hg_product_brand","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","meta:rs_page_bg_color","meta:slide_template","meta:total_sales","attribute:pa_cabeza-de-mazo","attribute_data:pa_cabeza-de-mazo","attribute_default:pa_cabeza-de-mazo","attribute:pa_color","attribute_data:pa_color","attribute_default:pa_color","attribute:pa_dimensiones-de-la-cabeza","attribute_data:pa_dimensiones-de-la-cabeza","attribute_default:pa_dimensiones-de-la-cabeza","attribute:pa_dimensiones-del-mango","attribute_data:pa_dimensiones-del-mango","attribute_default:pa_dimensiones-del-mango","attribute:pa_mango","attribute_data:pa_mango","attribute_default:pa_mango","attribute:pa_talla","attribute_data:pa_talla","attribute_default:pa_talla"
"Polo de caballero Deacon Glenmuir","polo-de-caballero-deacon-glenmuir","407","","100% Performance Polyester Pique Short Sleeve","publish","28","2020-12-02 10:24:31","0","1","closed","GLMMSP7373-DEAC","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-deacon-white-glenmuir-1.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-deacon-white-glenmuir-back.jpg","","Glenmuir","variable","","Ropa > Polos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","3XL|L|M|S|XL|XS|XXL|XXS","1|1|1","xxs"
"Polo de señora Paloma Glenmuir","polo-de-senora-paloma-glenmuir","416","","100% Performance Polyester Pique Short Sleeve","publish","30","2020-12-02 10:24:31","0","1","closed","GLMLSP2540-PALO","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-paloma-white-glenmuir-1.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-paloma-white-glenmuir-back.jpg","","Glenmuir","variable","","Ropa > Polos","senora","","","","1","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XS|XXL|XXS","1|1|1","xxs"
"Polo de caballero Max Glenmuir","polo-de-caballero-max-glenmuir","424","","100% Performance Polyester Pique Long Sleeve","publish","31","2020-12-02 10:24:31","0","1","closed","GLMMSP7537-MAX","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-max-white-glenmuir-1.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-max-white-glenmuir-back.jpg","","Glenmuir","variable","","Ropa > Polos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XXL","1|1|1","s"
"Polo de señora Misha Glenmuir","polo-de-senora-misha-glenmuir","430","","100% Performance Polyester Pique Long Sleeve","publish","29","2020-12-02 10:24:42","0","1","closed","GLMLSP2644-MIS","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-misha-white-glenmuir-1.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-misha-white-glenmuir-back.jpg","","Glenmuir","variable","","Ropa > Polos","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XXL","1|1|1","s"
"Polo de Caballero Kinloch Glenmuir","polo-de-caballero-kinloch-glenmuir","436","","95% Combed Cotton 5% Elastane Pique Short Sleeve","pending","38","2020-12-02 10:24:42","0","1","closed","GLMMSC7211-KIN","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-kinloch-white-glenmuir.jpg","","Glenmuir","variable","","Ropa > Polos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","3XL|L|M|S|XL|XXL","1|1|1","s"
"Polo de Señora Sophie Glenmuir","polo-de-senora-sophie-glenmuir","443","","95% Combed Cotton 5% Elastane Pique Short Sleeve","pending","43","2020-12-02 10:24:42","0","1","closed","GLMLSC2241-SOPH","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-sophie-white-glenmuir.jpg","","Glenmuir","variable","","Ropa > Polos","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XXL","1|1|1","s"
"Polo de Caballero Rimrock Cutter & Buck","polo-de-caballero-rimrock-cutter-buck","449","","90% Combed Cotton 10% Elastane","pending","39","2020-12-02 10:24:42","0","1","closed","CBE354410","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-rimrock-white-cutter-buck.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","3XL|4XL|L|M|S|XL|XXL","1|1|1","s"
"Polo de Señora Rimrock Cutter & Buck","polo-de-senora-rimrock-cutter-buck","457","","90% Combed Cotton 10% Elastane","pending","42","2020-12-02 10:24:45","0","1","closed","CBE354411","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-rimrock-white-cutter-buck.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XS|XXL","1|1|1","xs"
"Polo de Caballero Kelowna Cutter & Buck","polo-de-caballero-kelowna-cutter-buck","464","","100% Polyester con Protección UV","pending","37","2020-12-02 10:24:45","0","1","closed","CBE354400","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-kelowna-white-cutter-buck.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","3XL|4XL|L|M|S|XL|XXL","1|1|1","s"
"Polo de Señora Kelowna Cutter & Buck","polo-de-senora-kelowna-cutter-buck","472","","100% Polyester con Protección UV","pending","41","2020-12-02 10:24:45","0","1","closed","CBE354401","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-kelowna-white-cutter-buck.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XS|XXL","1|1|1","xs"
"Polo de Caballero Advantage Cutter & Buck","polo-de-caballero-advantage-cutter-buck","479","","52% Cotton, 45% polyester, 3% elastane.Dry Tec  35 UPF","pending","35","2020-12-02 10:25:04","0","1","closed","CBE354418","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-advantage-white-cutter-buck.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","3XL|4XL|L|M|S|XL|XXL","1|1|1","s"
"Polo de Señora Advantage Cutter & Buck","polo-de-senora-advantage-cutter-buck","487","","52% Cotton, 45% polyester, 3% elastane.Dry Tec  35 UPF","pending","40","2020-12-02 10:25:04","0","1","closed","CBE354419","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-advantage-white-cutter-buck.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XS|XXL","1|1|1","xs"
"Polo de señora Advantage Sleeveless Cutter & Buck","polo-de-senora-advantage-sleeveless-cutter-buck","494","","52% Cotton, 45% polyester, 3% elastane.Dry Tec  35 UPF","publish","32","2020-12-02 10:25:04","0","1","closed","CBE353407","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-senora-advantage-sleeveless-white-cutter-buck-1.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XS|XXL","1|1|1","xs"
"Polo de Caballero Advantage LS Cutter & Buck","polo-de-caballero-advantage-ls-cutter-buck","501","","52% Cotton, 45% polyester, 3% elastane.Dry Tec  35 UPF","pending","36","2020-12-02 10:25:07","0","1","closed","MCK09322","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/polo-caballero-advantage-ls-white-cutter-buck.jpg","","Cutter &amp; Buck","variable","","Ropa > Polos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","3XL|L|M|S|XL|XXL","1|1|1","s"
"Jersey de Caballero Eden Glenmuir","jersey-de-caballero-eden-glenmuir","508","","100% Combed Cotton","pending","44","2020-12-02 10:25:07","0","1","closed","GLMMKC6884VN-EDEN","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/jersey-caballero-eden-tahiti-glenmuir.jpg","","Glenmuir","variable","","Ropa > Jerseys","caballero","","","","0","","","","Tahiti","0|1|1","tahiti","","","","","","","","","","L|M|S|XL|XXL","1|1|1","s"
"Jersey de señora Darcy Glenmuir","jersey-de-senora-darcy-glenmuir","514","","100% Combed Cotton","publish","13","2020-12-02 10:25:07","0","1","closed","GLMLKC2591VN-DAR","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/jersey-senora-darcy-white-glenmuir-1.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/jersey-senora-darcy-white-glenmuir-back.jpg","","Glenmuir","variable","","Ropa > Jerseys","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XS|XXL|XXS","1|1|1","xxs"
"Cortavientos de caballero Coos Bay Half Zip Cutter & Buck","cortavientos-de-caballero-coos-bay-half-zip-cutter-buck","522","","100% Polyester Half Zip","publish","33","2020-12-02 10:25:07","0","1","closed","CBE358400","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/cortavientos-caballero-coos-bay-half-zip-white-cutter-buck-1.jpg","","Cutter &amp; Buck","variable","","Ropa > Cortavientos","caballero","","","","0","","","","White","0|1|1","white","","","","","","","","","","3XL|4XL|L|M|S|XL|XXL","1|1|1","s"
"Cortavientos de señora Coos Bay Half Zip Cutter & Buck","cortavientos-de-senora-coos-bay-half-zip-cutter-buck","530","","100% Polyester Half Zip","publish","34","2020-12-02 10:25:10","0","1","closed","CBE358401","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/cortavientos-senora-coos-bay-half-zip-white-cutter-buck-1.jpg","","Cutter &amp; Buck","variable","","Ropa > Cortavientos","senora","","","","0","","","","White","0|1|1","white","","","","","","","","","","L|M|S|XL|XS|XXL","1|1|1","xs"
"Jersey caballero croquet","jersey-unisex-croquet","537","","100% Algodón","publish","12","2020-12-02 10:25:10","0","1","closed","RYSW001","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/jersey-de-caballero-croquet-croquet-white.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/jersey-de-caballero-croquet-croquet-white-back.jpg","","Croquet","variable","","Ropa > Jerseys","caballero|senora|unisex","","","","6","","","","White","0|1|1","white","","","","","","","","","","L|M|XL|XXL","1|1|1",""
"Chaqueta de Caballero Whisperdry Sunderland","chaqueta-de-caballero-whisperdry-sunderland","544","","100% Waterproof Polyester 4-Way Stretch","pending","45","2020-12-02 10:25:10","0","1","closed","SUNMR47-WPLJKT","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/chaqueta-caballero-whisperdry-electric-blue-silver-sunderland.jpg","","Sunderland","variable","","Ropa > Chaquetas","caballero","","","","0","","","","Electric Blue / Silver","0|1|1","electric-blue-silver","","","","","","","","","","L|M|S|XL|XXL","1|1|1","s"
"Chaqueta de Señora Whisperdry Sunderland","chaqueta-de-senora-whisperdry-sunderland","550","","100% Waterproof Polyester 4-Way Stretch","pending","46","2020-12-02 10:25:21","0","1","closed","SUNLR80-WTLJKT","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/chaqueta-senora-whisperdry-silver-marl-magenta-sunderland.jpg","","Sunderland","variable","","Ropa > Chaquetas","senora","","","","0","","","","Silver Marl / Magenta","0|1|1","silver-marl-magenta","","","","","","","","","","L|M|S|XL|XXL","1|1|1","s"
"Pantalón de Caballero Quebec Sunderland","pantalon-de-caballero-quebec-sunderland","556","","100% Waterproof Polyester","pending","47","2020-12-02 10:25:21","0","1","closed","SUNMR35-VQTRS","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/pantalon-caballero-quebec-black-sunderland.jpg","","Sunderland","variable","","Ropa > Pantalones","caballero","","","","0","","","","Black","0|1|1","black","","","","","","","","","","L|M|S|XL|XXL","1|1|1","s"
"Pantalón de Señora Montana Sunderland","pantalon-de-senora-montana-sunderland","562","","100% Waterproof Polyester","pending","48","2020-12-02 10:25:21","0","1","closed","SUNLR74-MONTRS","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/pantalon-senora-montana-black-sunderland.jpg","","Sunderland","variable","","Ropa > Pantalones","senora","","","","0","","","","Black","0|1|1","black","","","","","","","","","","L|M|S|XL","1|1|1","s"
"Gorra de caballero The Shawmut Ahead","gorra-de-caballero-the-shawmut-ahead","567","","100% Lightweight Cotton","publish","19","2020-12-02 10:25:21","0","1","closed","AHEC47LGT","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-shawmut-white-ahead-federacion-croquet.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-shawmut-white-ahead-back.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-shawmut-white-ahead-left.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-shawmut-white-ahead-right.jpg","","Ahead","variable","","Accesorios > Gorras|Gorras y Viseras","caballero","","","","4","","","","White","0|1|1","white","","","","","","","","","","Única","1|1|1","u"
"Gorra de caballero The Gosnold Ahead","gorra-de-caballero-the-gosnold-ahead","569","<h3 style=""margin-top:-10px;""><span style=""color: #ff0000;""><strong>Agotado</strong></span></h3>","100% Texture Polyester","publish","18","2020-12-02 10:25:21","0","1","closed","AHEC49TN8","no","no","","0","onbackorder","notify","yes","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-gosnold-white-ahead-federacion-criquet.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-gosnold-white-ahead-front.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-gosnold-white-ahead-back.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-gosnold-white-ahead-left.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/gorra-caballero-the-gosnold-white-ahead-right.jpg","","Ahead","variable","","Accesorios > Gorras|Gorras y Viseras","caballero","","","","4","","","","White","0|1|1","white","","","","","","","","","","Única","1|1|1","u"
"Visera de caballero The Tabor Ahead","visera-de-caballero-the-tabor-ahead","571","","100% Texture Polyester","publish","56","2020-12-02 10:25:21","0","1","closed","AHEC70LGT","no","no","","","instock","no","no","","","","","","","none","","","","no","","","'-1","'-1","","","","","","","https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/visera-caballero-the-tabor-white-black-ahead-federacion-croquet-1.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/visera-caballero-the-tabor-white-black-ahead-back.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/visera-caballero-the-tabor-white-black-ahead-left.jpg | https://federaciondecroquet.corporat-e.com/wp-content/uploads/sites/4/2020/12/visera-caballero-the-tabor-white-black-ahead-right.jpg","","Ahead","variable","","Gorras y Viseras|Accesorios > Viseras","caballero","","","","1","","","","White / Black","0|1|1","white-black","","","","","","","","","","Única","1|1|1","u"
